case_id,customer_id,region,industry,customer_tier,pump_model,model_family,complexity_class,pump_age_years,operating_hours,prior_repairs_count,error_code,failure_type,severity,priority,warranty_flag,technician_id,technician_experience_years,critical_part_id,critical_part_supplier_id,parts_from_hq_flag,maintenance_kit_applied,maintenance_kit_type,maintenance_kit_threshold_hours,intake_date,received_date,diagnosis_date,repair_start_date,repair_end_date,qa_date,shipped_back_date,waiting_for_parts_days,queue_days,active_repair_days,rework_count,rework_days,qa_duration_days,repair_duration_days,qa_failed_flag,parts_cost_eur,labor_hours
RMA9503185,CUST10218,EMEA,Semiconductor,Key Account,T1200,T,High,7.76,9772,3,TEMP_03,Overheating,high,High,0,TECH214,4.0,T1200_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP311,1,0,,6500,2024-08-26,2024-08-29,2024-09-01,2024-09-01,2024-09-13,2024-09-14,2024-09-14,4,1,12.23,0,0.0,0.95,16.31,1,509.49,78.31
RMA9503186,CUST10242,DACH,Vacuum Coating,Standard,R600,R,High,2.5,3793,2,VIB_02,Vibration,high,High,0,TECH213,4.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,8000,2025-07-21,2025-07-24,2025-07-27,2025-07-28,2025-08-08,2025-08-09,2025-08-02,3,3,11.37,0,0.0,1.39,9.77,1,638.41,69.69
RMA9503187,CUST10131,US,Semiconductor,Strategic,G100D,G,Medium,9.27,1588,4,CONT_05,Contamination,medium,Normal,0,TECH215,8.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-04-30,2025-05-01,2025-05-03,2025-05-04,2025-05-10,2025-05-11,2025-05-30,2,4,5.57,0,0.0,1.37,29.28,0,534.17,36.94
RMA9503188,CUST10043,DACH,Semiconductor,Key Account,LD50,LD,Low,9.2,2378,2,TEMP_03,Overheating,high,High,0,TECH209,6.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2025-10-22,2025-10-26,2025-10-28,2025-10-30,2025-11-06,2025-11-07,2025-11-11,4,2,7.21,0,0.0,0.76,16.28,0,308.26,47.33
RMA9503189,CUST10263,DACH,Semiconductor,Strategic,LD50,LD,Low,8.32,7185,4,CTRL_04,Control electronics,medium,Normal,1,TECH214,4.0,LD50_ADD_SEAL_SET_LD_SERIES,SUP301,1,0,,9500,2024-08-27,2024-08-31,2024-09-02,2024-09-03,2024-09-07,2024-09-08,2024-09-21,3,3,4.07,0,0.0,1.2,21.77,0,308.26,30.01
RMA9503190,CUST10150,DACH,Semiconductor,Standard,G100D,G,Medium,3.05,7591,1,CONT_05,Contamination,medium,Normal,0,TECH203,9.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-03-24,2025-03-28,2025-03-30,2025-04-01,2025-04-07,2025-04-08,2025-04-25,0,4,5.97,0,0.0,0.87,28.14,0,173.29,38.17
RMA9503191,CUST10040,DACH,Vacuum Coating,Standard,R300,R,Medium,6.43,7099,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH214,4.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,1,PMKIT_R300,7000,2024-02-20,2024-02-21,2024-02-22,2024-02-24,2024-02-27,2024-02-28,2024-02-24,1,3,2.52,0,0.0,0.89,3.93,0,2569.59,17.0
RMA9503192,CUST10150,DACH,Semiconductor,Standard,R600,R,High,3.51,4731,2,CTRL_04,Control electronics,medium,Normal,0,TECH200,2.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,0,,8000,2024-11-05,2024-11-09,2024-11-10,2024-11-10,2024-11-20,2024-11-21,2024-11-27,2,1,8.37,1,1.6,0.81,18.86,0,369.45,59.18
RMA9503193,CUST10080,US,Pharma,Key Account,LD50,LD,Low,4.73,5705,1,CONT_05,Contamination,medium,Normal,0,TECH220,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2025-06-18,2025-06-19,2025-06-20,2025-06-20,2025-06-24,2025-06-24,2025-07-17,5,0,4.02,0,0.0,0.71,28.23,0,308.26,26.87
RMA9503194,CUST10201,EMEA,Automotive,Standard,R300,R,Medium,6.13,6159,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH214,4.0,R300_KIT_COUPLING,SUP301,1,1,PMKIT_R300,7000,2025-07-05,2025-07-09,2025-07-12,2025-07-14,2025-07-16,2025-07-17,2025-07-12,4,3,1.92,0,0.0,0.94,3.0,0,2210.8,13.75
RMA9503195,CUST10155,DACH,Vacuum Coating,Standard,LD50,LD,Low,5.2,9724,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH215,8.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,1,PMKIT_LD50,9500,2025-01-04,2025-01-08,2025-01-11,2025-01-13,2025-01-14,2025-01-16,2025-01-10,2,1,1.83,0,0.0,1.01,2.77,1,705.48,12.74
RMA9503196,CUST10147,EMEA,Semiconductor,Standard,G400D,G,High,7.58,7930,2,CONT_05,Contamination,medium,Normal,0,TECH203,9.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,0,0,,10000,2024-03-23,2024-03-25,2024-03-28,2024-03-29,2024-04-05,2024-04-07,2024-04-23,2,0,7.36,0,0.0,1.39,29.04,0,546.18,48.15
RMA9503197,CUST10095,DACH,R&D,Standard,G400D,G,High,7.67,10092,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,G400D_KIT_O_RING_S_55,SUP301,1,1,PMKIT_G400D,10000,2024-07-16,2024-07-18,2024-07-21,2024-07-22,2024-07-25,2024-07-26,2024-07-21,0,4,3.18,0,0.0,1.2,3.01,0,1932.21,19.25
RMA9503198,CUST10182,APAC,Semiconductor,Key Account,R300,R,Medium,5.4,4818,0,TEMP_03,Overheating,high,High,1,TECH209,6.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,0,,7000,2025-10-07,2025-10-09,2025-10-12,2025-10-12,2025-10-20,2025-10-21,2025-10-24,1,3,8.41,0,0.0,1.05,15.39,0,600.06,57.98
RMA9503199,CUST10111,US,Semiconductor,Key Account,R300,R,Medium,6.43,3224,2,VIB_02,Vibration,high,High,0,TECH210,7.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,1,0,,7000,2026-01-24,2026-01-26,2026-01-27,2026-01-28,2026-02-08,2026-02-09,2026-02-05,1,4,9.36,1,1.16,0.98,10.82,0,557.97,68.41
RMA9503200,CUST10249,DACH,R&D,Standard,G100D,G,Medium,5.61,8264,3,PM_SCHED,Preventive maintenance,low,Normal,1,TECH218,6.0,G100D_KIT_VANE_SPRING_PHI24X24,SUP301,1,1,PMKIT_G100D,8000,2024-04-24,2024-04-27,2024-04-29,2024-04-29,2024-05-01,2024-05-02,2024-04-30,2,0,2.17,0,0.0,0.72,3.64,0,1958.51,13.21
RMA9503201,CUST10161,DACH,Aerospace,Standard,T1200,T,High,0.71,8687,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH221,3.0,T1200_ADD_BEARING_SET_T_SERIES,SUP310,0,0,,6500,2024-10-03,2024-10-06,2024-10-09,2024-10-10,2024-10-18,2024-10-19,2024-10-19,2,1,8.2,0,0.0,0.69,13.08,0,1027.22,51.14
RMA9503202,CUST10020,APAC,R&D,Standard,G100D,G,Medium,8.13,8857,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,1,PMKIT_G100D,8000,2024-09-08,2024-09-10,2024-09-13,2024-09-14,2024-09-16,2024-09-17,2024-09-13,0,2,2.42,0,0.0,1.35,3.9,0,2132.98,14.43
RMA9503203,CUST10183,DACH,Semiconductor,Standard,G200D,G,Medium,1.33,9577,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,G200D_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_G200D,9000,2025-11-25,2025-11-28,2025-11-29,2025-11-30,2025-12-03,2025-12-03,2025-12-01,4,3,2.11,0,0.0,0.85,3.64,0,1915.55,15.61
RMA9503204,CUST10234,DACH,Vacuum Coating,Standard,LD50,LD,Low,9.23,7538,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,LD50_ADD_SEAL_SET_LD_SERIES,SUP301,1,0,,9500,2025-02-19,2025-02-20,2025-02-22,2025-02-22,2025-02-26,2025-02-27,2025-03-02,0,3,4.44,0,0.0,1.28,10.51,0,308.26,26.55
RMA9503205,CUST10067,DACH,R&D,Strategic,T1200,T,High,6.71,6455,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,T1200_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T1200,6500,2025-04-13,2025-04-16,2025-04-18,2025-04-18,2025-04-21,2025-04-21,2025-04-19,4,0,2.51,0,0.0,0.88,3.4,1,1461.04,13.95
RMA9503206,CUST10280,US,Vacuum Coating,Standard,G100D,G,Medium,3.11,8142,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,1,PMKIT_G100D,8000,2026-01-12,2026-01-13,2026-01-14,2026-01-16,2026-01-19,2026-01-20,2026-01-16,0,2,2.5,0,0.0,0.98,3.0,1,2415.52,15.31
RMA9503207,CUST10051,DACH,Semiconductor,Standard,G400D,G,High,7.46,12888,4,TEMP_03,Overheating,high,High,0,TECH226,4.0,G400D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP311,0,0,,10000,2025-01-15,2025-01-19,2025-01-21,2025-01-22,2025-02-02,2025-02-03,2025-02-04,0,2,11.06,0,0.0,1.1,16.08,1,585.04,78.74
RMA9503208,CUST10179,US,Semiconductor,Key Account,R600,R,High,6.21,8129,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,R600_KIT_O_RING_S_24,SUP301,1,1,PMKIT_R600,8000,2024-10-18,2024-10-20,2024-10-22,2024-10-24,2024-10-27,2024-10-28,2024-10-23,3,1,2.55,0,0.0,0.93,3.98,0,2132.65,18.95
RMA9503209,CUST10216,EMEA,Semiconductor,Standard,R300,R,Medium,5.58,10474,4,CTRL_04,Control electronics,medium,Normal,0,TECH207,5.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2025-06-29,2025-07-01,2025-07-02,2025-07-04,2025-07-10,2025-07-11,2025-07-28,4,1,5.88,0,0.0,1.07,27.59,0,557.97,42.3
RMA9503210,CUST10234,DACH,Vacuum Coating,Standard,G200D,G,Medium,0.74,12958,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH210,7.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,0,0,,9000,2024-09-21,2024-09-24,2024-09-25,2024-09-25,2024-10-01,2024-10-02,2024-10-04,1,1,5.73,0,0.0,1.07,10.47,0,538.41,37.46
RMA9503211,CUST10054,APAC,Vacuum Coating,Key Account,G200D,G,Medium,6.42,8390,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,G200D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP311,1,1,PMKIT_G200D,9000,2024-06-30,2024-07-01,2024-07-04,2024-07-06,2024-07-08,2024-07-09,2024-07-04,2,3,1.93,0,0.0,1.39,3.17,0,2344.55,11.27
RMA9503212,CUST10182,APAC,Semiconductor,Key Account,T800,T,High,3.9,7611,1,TEMP_03,Overheating,high,High,0,TECH225,5.0,T800_ADD_BEARING_SET_T_SERIES,SUP305,1,0,,6000,2025-02-07,2025-02-09,2025-02-11,2025-02-11,2025-02-21,2025-02-22,2025-02-25,5,1,10.26,0,0.0,0.86,16.06,0,1067.62,66.68
RMA9503213,CUST10281,DACH,Vacuum Coating,Key Account,G200D,G,Medium,1.5,8149,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH206,7.0,G200D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP311,1,1,PMKIT_G200D,9000,2026-01-30,2026-02-02,2026-02-04,2026-02-04,2026-02-06,2026-02-08,2026-02-05,0,2,2.5,0,0.0,1.38,3.76,0,2299.99,14.0
RMA9503214,CUST10071,EMEA,Semiconductor,Strategic,G100D,G,Medium,8.76,3554,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH213,4.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2025-03-13,2025-03-17,2025-03-19,2025-03-21,2025-03-27,2025-03-28,2025-03-21,2,2,6.32,0,0.0,1.05,4.2,0,586.63,44.53
RMA9503215,CUST10272,APAC,Automotive,Strategic,LD50,LD,Low,7.94,9372,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,LD50_KIT_O_RING_S_55,SUP301,1,1,PMKIT_LD50,9500,2024-02-17,2024-02-21,2024-02-23,2024-02-23,2024-02-25,2024-02-25,2024-02-25,0,1,1.7,0,0.0,0.79,4.51,0,534.8,11.75
RMA9503216,CUST10195,EMEA,Semiconductor,Key Account,G100D,G,Medium,9.08,7564,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,1,PMKIT_G100D,8000,2026-01-01,2026-01-04,2026-01-07,2026-01-07,2026-01-09,2026-01-10,2026-01-07,3,0,2.32,0,0.0,1.17,3.25,0,2003.36,15.79
RMA9503217,CUST10053,DACH,Semiconductor,Key Account,G100D,G,Medium,1.27,2245,0,CTRL_04,Control electronics,medium,Normal,0,TECH217,4.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2024-09-10,2024-09-11,2024-09-12,2024-09-14,2024-09-22,2024-09-23,2024-10-07,1,4,6.08,1,1.97,0.65,26.99,0,631.48,42.5
RMA9503218,CUST10208,EMEA,Semiconductor,Key Account,G100D,G,Medium,4.03,7685,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH211,10.0,G100D_KIT_O_RING_P_8,SUP301,1,1,PMKIT_G100D,8000,2025-11-27,2025-11-30,2025-12-01,2025-12-03,2025-12-05,2025-12-06,2025-12-03,2,4,1.97,0,0.0,1.15,3.11,0,1958.51,11.37
RMA9503219,CUST10295,US,Semiconductor,Standard,G100D,G,Medium,1.29,5114,3,CONT_05,Contamination,medium,Normal,0,TECH214,4.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2025-10-01,2025-10-03,2025-10-05,2025-10-07,2025-10-13,2025-10-14,2025-10-31,3,3,5.7,0,0.0,1.12,28.42,0,631.48,39.48
RMA9503220,CUST10287,APAC,Semiconductor,Standard,G200D,G,Medium,4.07,12935,1,VIB_02,Vibration,high,High,0,TECH219,4.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,0,0,,9000,2024-09-27,2024-09-30,2024-10-03,2024-10-04,2024-10-11,2024-10-12,2024-10-09,2,1,7.32,0,0.0,0.73,9.99,0,569.63,43.97
RMA9503221,CUST10234,DACH,Vacuum Coating,Standard,G400D,G,High,8.62,9910,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,G400D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP311,1,1,PMKIT_G400D,10000,2024-08-27,2024-08-30,2024-09-01,2024-09-03,2024-09-05,2024-09-06,2024-09-03,4,2,2.43,0,0.0,0.63,4.16,1,2344.04,17.94
RMA9503222,CUST10262,APAC,Pharma,Key Account,G200D,G,Medium,5.74,9223,0,PM_SCHED,Preventive maintenance,low,Normal,1,TECH214,4.0,G200D_KIT_COUPLING,SUP301,1,1,PMKIT_G200D,9000,2024-04-09,2024-04-12,2024-04-14,2024-04-14,2024-04-16,2024-04-18,2024-04-16,3,2,2.52,0,0.0,1.24,4.12,0,1915.55,17.95
RMA9503223,CUST10220,DACH,Automotive,Key Account,R600,R,High,8.03,8547,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH211,10.0,R600_KIT_MIDDLE_PIN_PHI2XPHI34X27,SUP301,1,1,PMKIT_R600,8000,2025-10-12,2025-10-16,2025-10-18,2025-10-20,2025-10-23,2025-10-24,2025-10-20,2,1,2.58,0,0.0,0.91,4.08,0,2132.65,16.17
RMA9503224,CUST10228,APAC,Automotive,Standard,G200D,G,Medium,0.73,7693,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,G200D_KIT_COUPLING,SUP301,1,1,PMKIT_G200D,9000,2024-03-24,2024-03-25,2024-03-28,2024-03-30,2024-04-01,2024-04-02,2024-03-28,5,0,2.23,0,0.0,0.85,3.19,0,1915.55,12.37
RMA9503225,CUST10123,DACH,Pharma,Standard,G200D,G,Medium,6.76,8910,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,G200D_KIT_MIDDLE_PIN_PHI2XPHI34X27,SUP301,1,1,PMKIT_G200D,9000,2025-01-14,2025-01-17,2025-01-20,2025-01-20,2025-01-23,2025-01-24,2025-01-20,4,1,2.4,0,0.0,1.2,3.28,0,1915.55,17.41
RMA9503226,CUST10158,EMEA,Semiconductor,Standard,T800,T,High,5.11,5959,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH208,7.0,T800_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T800,6000,2024-12-19,2024-12-20,2024-12-21,2024-12-21,2024-12-24,2024-12-25,2024-12-23,3,4,3.01,0,0.0,0.69,3.17,0,1408.59,18.75
RMA9503227,CUST10158,EMEA,Semiconductor,Standard,T800,T,High,5.11,5959,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH208,7.0,T800_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T800,6000,2024-12-19,2024-12-20,2024-12-21,2024-12-21,2024-12-24,2024-12-25,2024-12-24,3,4,3.01,0,0.0,0.69,4.01,0,1408.59,18.75
RMA9503228,CUST10177,DACH,Semiconductor,Standard,G100D,G,Medium,3.81,8235,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH203,9.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2025-02-06,2025-02-10,2025-02-11,2025-02-12,2025-02-18,2025-02-20,2025-02-13,4,0,6.5,0,0.0,1.17,3.57,0,347.76,37.39
RMA9503229,CUST10285,DACH,Vacuum Coating,Key Account,R600,R,High,4.97,8227,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2025-09-13,2025-09-14,2025-09-16,2025-09-17,2025-09-20,2025-09-21,2025-09-17,0,4,2.73,0,0.0,1.27,3.48,0,2451.31,18.48
RMA9503230,CUST10183,DACH,Semiconductor,Standard,T800,T,High,1.82,6455,0,PM_SCHED,Preventive maintenance,low,Normal,1,TECH208,7.0,T800_KIT_BEARING_6203_OPEN,SUP301,1,1,PMKIT_T800,6000,2024-10-31,2024-11-03,2024-11-05,2024-11-05,2024-11-08,2024-11-09,2024-11-06,0,2,3.18,0,0.0,0.75,3.01,0,1408.59,18.93
RMA9503231,CUST10163,EMEA,R&D,Standard,G100D,G,Medium,3.39,8987,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,1,PMKIT_G100D,8000,2025-02-13,2025-02-14,2025-02-15,2025-02-17,2025-02-19,2025-02-20,2025-02-16,0,2,1.88,0,0.0,0.87,2.53,0,2370.67,11.63
RMA9503232,CUST10306,DACH,Aerospace,Standard,T1200,T,High,5.42,4901,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH209,6.0,T1200_KIT_OIL_LEVEL_GAUGE,SUP301,1,1,PMKIT_T1200,6500,2025-08-09,2025-08-11,2025-08-13,2025-08-13,2025-08-16,2025-08-17,2025-08-14,2,1,3.08,0,0.0,1.24,3.11,1,1461.04,22.77
RMA9503233,CUST10041,US,Automotive,Standard,G100D,G,Medium,2.34,10709,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH224,9.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2024-05-24,2024-05-28,2024-05-29,2024-05-29,2024-06-04,2024-06-05,2024-06-10,1,4,6.32,0,0.0,0.88,13.6,0,555.5,34.99
RMA9503234,CUST10218,EMEA,Semiconductor,Key Account,R300,R,Medium,2.37,525,3,CONT_05,Contamination,medium,Normal,0,TECH211,10.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,0,0,,7000,2024-08-26,2024-08-30,2024-08-31,2024-08-31,2024-09-06,2024-09-07,2024-09-26,1,1,6.01,0,0.0,1.39,27.72,0,358.79,42.14
RMA9503235,CUST10037,DACH,Vacuum Coating,Standard,T1200,T,High,5.35,5810,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH203,9.0,T1200_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T1200,6500,2025-02-25,2025-03-01,2025-03-03,2025-03-05,2025-03-08,2025-03-09,2025-03-04,5,4,2.58,0,0.0,1.01,3.61,1,1461.04,17.37
RMA9503236,CUST10305,DACH,R&D,Standard,R600,R,High,8.21,8499,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,R600_KIT_NO_1_VANE_62X155XT6,SUP301,1,1,PMKIT_R600,8000,2024-04-06,2024-04-09,2024-04-10,2024-04-12,2024-04-15,2024-04-16,2024-04-13,5,0,2.59,0,0.0,1.2,4.22,0,2132.65,16.05
RMA9503237,CUST10216,EMEA,Semiconductor,Standard,R300,R,Medium,2.3,6498,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,1,1,PMKIT_R300,7000,2025-08-22,2025-08-26,2025-08-28,2025-08-28,2025-08-30,2025-08-31,2025-08-28,5,2,1.98,0,0.0,0.73,2.73,0,2527.5,12.72
RMA9503238,CUST10207,APAC,Vacuum Coating,Standard,G100D,G,Medium,9.29,6920,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,G100D_KIT_O_RING_S_55,SUP301,1,1,PMKIT_G100D,8000,2025-06-19,2025-06-22,2025-06-24,2025-06-25,2025-06-27,2025-06-28,2025-06-26,3,3,2.01,0,0.0,1.07,4.0,0,1958.51,12.82
RMA9503239,CUST10195,EMEA,Semiconductor,Key Account,G100D,G,Medium,6.65,7161,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH204,12.0,G100D_KIT_O_RING_V_160_1,SUP301,1,1,PMKIT_G100D,8000,2026-01-19,2026-01-20,2026-01-22,2026-01-24,2026-01-26,2026-01-27,2026-01-24,4,2,2.07,0,0.0,1.0,4.04,0,1958.51,12.59
RMA9503240,CUST10188,DACH,R&D,Standard,R600,R,High,8.49,9179,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH208,7.0,R600_KIT_O_RING_V_160_1,SUP301,1,1,PMKIT_R600,8000,2025-02-15,2025-02-18,2025-02-19,2025-02-20,2025-02-23,2025-02-24,2025-02-21,4,3,2.77,0,0.0,1.29,3.85,0,2132.65,20.07
RMA9503241,CUST10017,DACH,Vacuum Coating,Standard,R300,R,Medium,7.35,8998,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH217,4.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,0,0,,7000,2024-10-24,2024-10-27,2024-10-30,2024-11-01,2024-11-06,2024-11-07,2024-10-30,0,2,5.66,0,0.0,0.76,3.01,0,209.96,37.94
RMA9503242,CUST10171,APAC,Automotive,Standard,G100D,G,Medium,4.17,6398,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH221,3.0,G100D_KIT_NO_2_VANE_20X14XT6,SUP301,1,1,PMKIT_G100D,8000,2025-08-22,2025-08-26,2025-08-29,2025-08-30,2025-09-01,2025-09-02,2025-08-28,5,4,2.1,0,0.0,1.03,2.75,0,1958.51,12.49
RMA9503243,CUST10109,DACH,Aerospace,Standard,G100D,G,Medium,4.42,6057,1,TEMP_03,Overheating,high,High,0,TECH202,4.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2024-02-01,2024-02-05,2024-02-07,2024-02-08,2024-02-16,2024-02-16,2024-02-20,3,1,7.67,0,0.0,0.71,15.87,0,600.35,52.17
RMA9503244,CUST10167,EMEA,Vacuum Coating,Key Account,G200D,G,Medium,1.2,9761,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,G200D_KIT_NO_1_VANE_62X155XT6,SUP301,1,1,PMKIT_G200D,9000,2024-12-27,2024-12-28,2024-12-31,2025-01-02,2025-01-04,2025-01-05,2024-12-31,1,2,1.99,0,0.0,1.08,3.05,0,1915.55,13.33
RMA9503245,CUST10201,EMEA,Automotive,Standard,G100D,G,Medium,9.11,8300,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH225,5.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2025-12-21,2025-12-22,2025-12-24,2025-12-26,2026-01-01,2026-01-02,2025-12-25,0,0,5.39,0,0.0,1.06,3.08,0,302.91,33.89
RMA9503246,CUST10025,EMEA,Semiconductor,Standard,T800,T,High,1.98,6975,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,T800_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_T800,6000,2024-12-25,2024-12-29,2024-12-31,2025-01-01,2025-01-04,2025-01-05,2025-01-01,1,1,2.87,0,0.0,1.19,3.37,0,1408.59,20.93
RMA9503247,CUST10158,EMEA,Semiconductor,Standard,T800,T,High,5.11,5959,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH208,7.0,T800_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T800,6000,2024-12-19,2024-12-20,2024-12-21,2024-12-21,2024-12-24,2024-12-25,2024-12-23,3,4,3.01,0,0.0,0.69,3.22,0,1408.59,18.75
RMA9503248,CUST10011,EMEA,Pharma,Key Account,R600,R,High,8.97,8065,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH212,11.0,R600_KIT_BEARING_SET_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2024-03-05,2024-03-07,2024-03-09,2024-03-10,2024-03-13,2024-03-14,2024-03-10,4,1,2.73,0,0.0,0.87,3.99,0,2132.65,16.99
RMA9503249,CUST10300,US,Semiconductor,Standard,T1200,T,High,1.49,2547,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH205,6.0,T1200_ADD_CORROSION_SEAL_SET_T_SERIES,SUP312,1,0,,6500,2024-07-22,2024-07-25,2024-07-27,2024-07-27,2024-08-02,2024-08-04,2024-07-26,0,0,6.54,0,0.0,1.37,1.0,1,415.64,37.91
RMA9503250,CUST10207,APAC,Vacuum Coating,Standard,R600,R,High,7.03,7716,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,1,PMKIT_R600,8000,2025-06-20,2025-06-24,2025-06-26,2025-06-26,2025-06-29,2025-06-30,2025-06-27,4,4,3.08,0,0.0,1.13,3.94,0,2182.39,19.64
RMA9503251,CUST10098,APAC,Semiconductor,Standard,LD50,LD,Low,1.12,9754,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH214,4.0,LD50_KIT_O_RING_S_55,SUP301,1,1,PMKIT_LD50,9500,2025-09-25,2025-09-26,2025-09-27,2025-09-27,2025-09-29,2025-09-30,2025-09-29,4,2,1.73,0,0.0,1.01,3.23,1,534.8,11.86
